Name_RK	RAJ2000_RK	DEJ2000_RK	Type1_RK	Type2_RK	mag1_RK	Orb.Per	Distance_RK	5%_RK	95%_RK  	Name_DS	RAJ2000_DS	DEJ2000_DS	PM-RA_DS	PM-RAerr_DS	PM-Dec_DS	PM-Decerr_DS	Epoch_DS	l_DS	b_DS	Type_DS	Period_DS	Outburst_DS	Cluster_DS	Mag. Range_DS	Coord-Ref_DS	PM-Ref_DS	Type-Ref_DS	Chart-Ref_DS	Spect-Ref_DS	Period-Ref_DS	Other-Name_DS	IUE_DS	HST_DS	ARIEL5_DS	HEAO1_DS	HEAO2_DS	EXOSAT_DS	ROSAT_DS	GINGA_DS	ASCA_DS	EUVE_DS
V1017 Sgr,  18 32 04.5,  -29 23 12,  Nb,  DN,  13.32,  5.714000,  1283.61,  111.04,  127.86,  V1017 Sgr,  18 32 04.47,  -29 23 12.3,  ,  ,  ,  ,  ,  4,  -9,  nb/dn:,  5714,  1919.19,  ,  7.2V-13.7V,  ICRS,  ,  1992-31*,  1987-08,  1983-12S,  1992-39,  HV 3519,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  
 , , , , , , , , , ,Z Aps,  14 08 20.92,  -71 22 16.3,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1991-22*,  ,  ,  ,  HV 5060,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Cir,  14 14 06.,  -65 20 13.0,  ,  ,  ,  ,  ,  311,  -4,  am:,  ,  ,  ,  -,  2004-91,  ,  2004-91*,  2004-91,  ,  *,  CG X-1,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Vir,  14 28 33.44,  -01 23 10.3,  -0.01964,  0.0039,  0.02581,  0.00389,  2001392,  346,  53,  ibwd,  0.02539,  ,  ,  15.1R-20.4R,  2006-22,  2006-22,  2005-65,  2004-77,  2004-77S,  2005-65,  2QZ J142701.6-012310,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,GY Hya,  14 30 39.41,  -25 52 38.0,  -0.0127,  0.0061,  -11,  0.0047,  2000,  329,  31,  ug,  0.347237,  ,  ,  14p-16p,  2004-105,  2004-105,  2006-07,  1982-03,  1996-01S,  2005-58,  S 6576,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Vir,  14 31 50.21,  -02 06 01.1,  0.00678,  0.0039,  0.00273,  0.00389,  2001452,  346,  52,  cv::,  ,  ,  ,  19.8B-,  2006-22,  2006-22,  2001-109*,  A9999-99,  2001-109X,  ,  SN 2001bn,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V842 Cen,  14 37 03.38,  -57 37 35.3,  -0.0271,  0.0075,  5,  0.0056,  2000,  317,  2,  n,  ,  1986.9,  ,  4.6v-15.8V,  2004-105,  2004-105,  1987-08,  1987-08,  2004-67S,  ,  ,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Boo,  14 38 28.35,  +23 42 27.9,  -0.00204,  0.0039,  0.01211,  0.00389,  2004445,  31,  66,  ug,  ,  ,  ,  16.5B-19.1V,  2006-22*,  2006-22,  2002-118,  1998-23,  2000-80S,  ,  1RXS J143704+234236,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,UMi,  14 42 44.,  +82 29 39.6,  ,  ,  ,  ,  ,  119,  34,  cv:,  ,  ,  ,  15.6v- ,  ICRS,  ,  1996-18,  A9999-99,  ,  ,  FBS 1441+827,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,X Cir,  14 43 19.,  -65 12 27.,  ,  ,  ,  ,  ,  314,  -5,  nb,  ,  1927.,  ,  6.5p-<23j,  ICRS,  ,  1987-08,  2002-56*,  1927-01X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,BY Cir,  14 46 00.54,  -63 53 55.8,  ,  ,  ,  ,  ,  315,  -3,  n,  0.2816,  1995.07,  ,  7.2v-17.9V,  ICRS,  ,  1995-01,  2000-15,  1995-01X:,  2003-07,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Boo,  14 46 57.10,  +33 28 51.0,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-49*,  ,  ,  ,  PG 1443+337,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Dra2,  14 46 59.96,  +58 09 19.8,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-49*,  ,  ,  ,  PG 1445+583,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,AR Cir,  14 49 31.29,  -60 00 27.5,  -0.0011,  0.0055,  -0.0253,  0.0054,  2000,  317,  0,  n:,  ,  1906.,  ,  10.3p-19.5B,  2004-105,  2004-105,  1987-08,  1993-14*,  1993-14S,  ,  HV 2954,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,AI Cir,  14 50 03.12,  -68 51 35.9,  ,  ,  ,  ,  ,  313,  -8,  n:,  ,  1914.45,  ,  10.9p-23j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  HV 5121,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,KV Dra,  14 50 38.62,  +64 03 28.4,  ,  ,  ,  ,  ,  104,  48,  ugsu,  0.05876,  ,  ,  11.8V-17.1V,  ICRS,  ,  2000-38,  1998-23,  2000-80S,  2003-81,  RX J1450.5+6403,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Dra,  15 02 12.16,  +55 01 23.3,  0.00577,  0.0039,  -0.03632,  0.00389,  2001373,  92,  53,  cv,  0.0542,  ,  ,  19.4V-21.0V,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  2004-45,  SDSS J150137+550123,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Boo,  15 08 47.33,  +52 30 39.8,  -0.14622,  0.0039,  0.03635,  0.00389,  2002436,  87,  54,  cv,  0.0467,  ,  ,  18.4s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S*,  2005-32,  SDSS J150722+523039,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Dra8,  15 10 06.27,  +55 28 24.2,  -0.01752,  0.0039,  -0.00299,  0.00389,  2001389,  91,  52,  sn:,  ,  ,  ,  15p- ,  2006-22,  2006-22,  1965-03*,  1965-03*,  ,  ,  SN 1964O,   SN s1964a,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,EK TrA,  15 14 13.72,  -65 05 35.,  ,  ,  ,  ,  ,  317,  -6,  ugsu,  0.06288,  ,  ,  12.0V-<17V,  ICRS*,  ,  1987-20,  1982-03*,  1998-03S,  1998-64,  S 5005,  Y,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Ser,  15 17 52.48,  +02 09 34.8,  0.02,  4,  -8,  4,  2000,  3,  48,  ug,  ,  ,  ,  16.c-20.2V,  2003-115,  2003-115,  2004-60,  2004-60,  ,  ,  ROTSE3 J151453,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Ser,  15 19 13.32,  +02 05 35.2,  ,  ,  ,  ,  ,  4,  47,  ug,  242,  ,  G,  17.5p-20.9V,  1995-24,  ,  1981-07,  1981-07,  1981-07S,  2002-49,  NGC 5904 V101,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,GW Lib,  15 21 26.87,  -25 00 25.3,  -0.0615,  0.0012,  0.0278,  0.0012,  1992199,  341,  27,  ugwz,  0.05332,  1983.,  ,  9p-18.5p,  ICRS,  2003-113,  2002-108,  1987-08,  1987-09S,  2002-108,  ,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,TrA1,  15 23 18.67,  -68 38 27.8,  56,  3,  0.09,  18,  2000,  316,  -10,  nl,  ,  ,  ,  17.5V- ,  2003-115,  2003-115,  1990-08,  1990-08*,  1990-08S,  ,  1E 1516.6-6827,  ,  ,  ,  ,  Y,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Lib2,  15 24 27.26,  -05 11 43.3,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-49*,  ,  ,  ,  PG 1520-050,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,QW Ser,  15 28 57.87,  +08 18 02.3,  -0.00826,  0.0039,  -0.04217,  0.00389,  2003312,  13,  49,  ugsu,  0.07457,  ,  ,  12.8p-<15.3p,  2006-22,  2006-22,  2000-26,  A9999-99,  ,  2003-98,  Tmz V46,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Ser,  15 29 23.12,  +03 49 11.7,  -0.00488,  0.0039,  -0.00648,  0.00389,  2000355,  8,  46,  cv,  ,  ,  ,  19.5s-,  2006-22,  2006-22,  2003-22,  A9999-99,  2003-22S,  ,  SDSS J152857+034912,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,IL Nor,  15 30 21.99,  -50 35 00.,  ,  ,  ,  ,  ,  327,  5,  nb,  ,  1893.52,  ,  7.0p-18j,  ICRS*,  ,  1987-08,  1987-08*,  1987-09S:,  ,  HD 137677/HV 25,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,AG Aps,  15 32 13.68,  -75 44 39.7,  6,  29,  -32,  9,  2000,  312,  -15,  ug,  ,  ,  ,  14.3p-18.1V,  2003-115,  2003-115,  1982-03,  1982-03,  1996-01S,  ,  S 5507,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,CrB,  15 37 53.81,  +33 28 51.9,  -0.00714,  0.0039,  0.00811,  0.00389,  2003225,  53,  54,  cv,  ,  ,  ,  19.2s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S,  ,  SDSS J153634+332851,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,IM Nor,  15 40 30.58,  -52 19 18.0,  ,  ,  ,  ,  ,  327,  2,  nrb,  0.1026,  1920.52,  ,  7.8V-22.0j,  2002-13,  ,  2002-23,  2002-14*,  2002-15X:,  2003-28,  HV 3532,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V344 Nor,  15 40 41.5,  -51 12 55.5,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  1985.,  ,  - ,  ,  ,  1987-08*,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,AB Nor,  15 50 37.27,  -43 04 48.7,  ,  ,  ,  ,  ,  334,  8,  ugsu,  ,  ,  ,  13.9p-<19.0j,  2000-34,  ,  2000-20,  2000-34*,  2003-15S,  *,  HV 4908,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,CrB,  15 52 56.20,  +32 01 50.9,  0.00703,  0.0039,  -0.02868,  0.00389,  2003192,  51,  51,  ibwd,  ,  ,  ,  20.2s-,  2006-22,  2006-22,  2005-69,  A9999-99,  2005-69S,  ,  SDSS J155252+320150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,CrB,  15 59 30.16,  +35 23 36.6,  -6,  0.00286,  5,  0.00286,  2003402,  57,  50,  cv,  0.08917,  ,  ,  18.4g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  2006-05,  SDSS J155656+352336,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Nor,  16 01 11.53,  -48 46 07.6,  ,  ,  ,  ,  ,  332,  3,  ugwz,  ,  ,  ,  12.6V-,  2005-53,  ,  2006-07,  A9999-99,  ,  *,  ASAS 160048-4846.2,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Ser,  16 04 50.19,  +09 17 12.7,  -13,  0.00468,  6,  0.00468,  2003408,  20,  42,  cv,  ,  ,  ,  20.1g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J160111+091712,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 06 44.59,  +41 43 28.6,  -0.00172,  0.0039,  -0.00503,  0.00389,  2002351,  66,  48,  nl,  ,  ,  ,  17.7s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S,  ,  SDSS J160450+414328,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Ser,  16 10 30.35,  +03 52 33.0,  14,  4,  -4,  4,  2000,  16,  37,  am,  0.1322,  ,  ,  15.9V- ,  2006-22,  2003-115,  2002-118,  1998-23,  2000-80S,  2002-19,  1RXS J161008+035222,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Ser,  16 11 03.69,  -01 02 22.9,  -18,  1,  -0.01,  1,  2000,  11,  34,  cv,  0.05592,  ,  ,  19.1s-,  2003-115,  2003-115,  2002-05,  A9999-99,  2002-05S,  2004-07,  SDSSp J161033-010223,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V794 Sco,  16 13 04.4,  -09 50 37.7,  -0.0124,  5,  -0.0117,  5,  2000,  3,  29,  UG:,  ,  ,  ,  16.0p-17.3p,  1987-28,  1987-28,  T00000*,  A9999-99*,  ,  ,  Plaut 1-53,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Ser,  16 13 30.82,  +01 21 24.4,  ,  ,  ,  ,  ,  14,  35,  cv,  ,  ,  ,  17.5c-20.4R,  2005-39,  ,  2005-39,  2005-39*,  2005-39X,  ,  ROTSE3 J161304,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Oph,  16 13 32.56,  -05 18 38.6,  ,  ,  ,  ,  ,  7,  31,  n:,  ,  1893.,  ,  11.5p-21j,  C00003,  ,  1987-08,  1987-08:*,  ,  ,  NSV 7542,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Ser,  16 13 44.4,  -00 03 31.1,  -0.02264,  0.0039,  0.00272,  0.00389,  1999214,  12,  34,  ug:,  ,  ,  ,  15.2R-18.6s,  2006-22,  2006-22,  2001-72,  A9999-99,  2002-05S,  ,  SDSSp J161332-000331,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V341 Nor,  16 14 23.39,  -53 19 08.,  ,  ,  ,  ,  ,  330,  -2,  n:,  ,  1983.72,  ,  9.4v-<17j,  C00003,  ,  1987-08,  1987-08:*,  1983-17X:,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V893 Sco,  16 16 59.8,  -28 37 32.1,  -0.0548,  0.0047,  -0.0677,  0.0047,  2000,  348,  16,  ug,  0.075962,  ,  ,  10.6p-14.5p,  2004-105,  2004-105,  1998-38,  1998-38,  1999-14S,  2000-62,  SVS 1772,  ,  Y,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 17 01.60,  -22 58 18.0,  ,  ,  ,  ,  ,  353,  19,  ug,  ,  ,  G,  19.0x-22.0x,  2005-92,  ,  2005-92,  2005-92*,  ,  ,  NGC 6093-CX5,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 17 02.01,  -22 58 28.0,  ,  ,  ,  ,  ,  353,  19,  cv:,  ,  ,  G,  -,  2003-80,  ,  2003-80*,  ,  ,  ,  NGC 6093-CX3,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 17 02.10,  -22 58 33.0,  ,  ,  ,  ,  ,  353,  19,  cv:,  ,  ,  G,  -,  2003-80,  ,  2003-80*,  ,  ,  ,  NGC 6093-CX4,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 17 02.2,  -22 58 31.8,  ,  ,  ,  ,  ,  353,  19,  cv:,  ,  ,  G,  -,  2003-80,  ,  2003-80*,  ,  ,  ,  NGC 6093-CX15,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 17 02.58,  -22 58 37.9,  ,  ,  ,  ,  ,  353,  19,  ug,  ,  ,  G,  19.5x-21.5x,  2005-92,  ,  2005-92,  2005-92,  ,  ,  NGC 6093-CX17,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 17 02.83,  -22 58 36.5,  ,  ,  ,  ,  ,  353,  19,  cv:,  ,  ,  G,  -,  2003-80,  ,  2003-80*,  ,  ,  ,  NGC 6093-CX2,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,X Ser,  16 19 44.74,  -02 29 30.0,  0.0007,  5,  -22,  5,  2000,  11,  31,  nb:,  1.48,  1903.,  ,  8.9p-18.3p,  2004-106,  2004-106,  1987-08,  1987-08,  1983-12S,  2000-77,  HV 3137,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V382 Nor,  16 19 49.33,  -51 34 53.1,  ,  ,  ,  ,  ,  332,  -1,  n,  ,  2005.20,  ,  8.9r-,  2005-30,  ,  2005-31,  A9999-99*,  2005-31X:,  ,  Nova Normae 2005,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her1,  16 20 49.58,  +14 53 11.1,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-49*,  ,  ,  ,  PG 1617+150,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V589 Her,  16 22 12.45,  +19 22 36.7,  0.00307,  0.0039,  -0.0101,  0.00389,  2004287,  36,  41,  ugsu,  ,  ,  ,  14.1p-<17.5p,  2006-22,  2006-22,  2002-30,  1982-03,  1992-01S,  *,  S 10296,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,U Sco,  16 23 34.13,  -17 52 44.1,  ,  ,  ,  ,  ,  358,  22,  nrb,  1.230552,  1863.,  ,  8.8V-19.5V,  ICRS,  ,  1987-22,  1987-08,  1981-02S,  2001-98,  BD -17 4554,  Y,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 23 34.32,  -26 31 34.9,  ,  ,  ,  ,  ,  351,  16,  cv,  ,  ,  G,  17.4V-,  2004-05,  ,  2004-05,  2004-05,  ,  ,  NGC 6121-CX1,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 23 46.40,  -26 30 39.3,  ,  ,  ,  ,  ,  351,  16,  cv:,  ,  ,  G,  21.7V-,  2004-05,  ,  2004-05,  2004-05*,  ,  ,  NGC 6121-CX4,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Sco,  16 24 45.87,  -26 31 15.7,  ,  ,  ,  ,  ,  351,  16,  qso/cv:,  ,  ,  G,  24.1V-,  2004-05,  ,  2005-29*,  2004-05,  ,  ,  NGC 6121-CX2,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V699 Oph,  16 25 29.,  -04 40 25.8,  16,  3,  -14,  2,  2000,  10,  29,  ugsu,  ,  ,  ,  13.8p-18.5p,  2003-115,  2003-115,  2003-55,  1958-03*,  ,  *,  HV 10577,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,IK Nor,  16 26 08.16,  -55 20 01.,  ,  ,  ,  ,  ,  330,  -4,  ug,  ,  ,  ,  12.9p-16.3p,  ICRS,  ,  1982-03,  1982-03,  1998-03S,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 26 39.22,  +33 28 27.8,  0.00226,  0.0039,  -0.00653,  0.00389,  2002351,  55,  44,  am,  ,  ,  ,  18.4s-,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  ,  SDSS J162608+332827,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,TU Oph,  16 27 33.16,  -22 18 58.6,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1982-03*,  ,  ,  ,  HV 1068,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,KQ Nor,  16 28 08.7,  -59 19 56.9,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1998-03*,  ,  ,  ,  S 5752,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 29 23.49,  +24 02 59.1,  -8,  0.0037,  0,  0.0037,  2003329,  42,  41,  cv,  ,  ,  ,  19.8g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J162830+240259,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V592 Her,  16 30 59.1,  +21 16 58.4,  ,  ,  ,  ,  ,  39,  40,  ugwz,  ,  1968.,  ,  12.3p-<21p,  ICRS,  ,  1998-35,  2001-11,  2003-15S,  *,  S 10376,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,UMi,  16 31 25.84,  +69 50 06.,  ,  ,  ,  ,  ,  102,  37,  cv,  ,  ,  ,  20.4V- ,  1998-12,  ,  1998-12,  A9999-99*,  ,  ,  RX J1630.9+6950,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Dra,  16 33 53.65,  +73 54 11.8,  -0.01,  2,  -6,  6,  2000,  107,  35,  cv,  ,  ,  ,  18.3V- ,  2003-115,  2003-115,  1998-12,  A9999-99*,  1998-12S:,  ,  RX J1631.4+7354,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,V849 Her,  16 36 05.01,  +11 24 58.1,  -0.0075,  0.0058,  -0.0049,  0.0062,  2000,  28,  35,  ug:,  ,  ,  ,  15.0V- ,  2004-105,  2004-105,  1994-49,  1986-06,  1993-10S,  *,  PG 1633+115,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,OY Ara,  16 41 22.41,  -52 25 51.3,  ,  ,  ,  ,  ,  334,  -4,  na,  0.155466,  1910.3,  ,  6.0p-17.5p,  C00003,  ,  1987-08,  1987-08*,  1987-09S:,  1997-56,  HD 149990,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her3,  16 41 43.68,  +33 44 53.2,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1994-49*,  ,  ,  ,  PG 1639+338,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 41 45.1,  +36 28 04.7,  ,  ,  ,  ,  ,  59,  41,  cv:,  ,  ,  G,  22.1V- ,  1997-14,  ,  1997-14*,  A9999-99,  ,  ,  NGC 6205-23081,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 43 39.16,  +36 27 39.,  ,  ,  ,  ,  ,  59,  41,  cv:,  ,  ,  G,  21.0V- ,  1997-14,  ,  1997-14*,  A9999-99*,  ,  ,  NGC 6205-21429,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V611 Her,  16 46 45.91,  +19 59 40.0,  -0.0063,  0.0039,  0.00493,  0.00389,  2003323,  39,  36,  UG,  ,  ,  ,  15.4p-<16.4p,  2006-22,  2006-22,  T00000,  1968-03*,  ,  ,  S 10312,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,RW UMi,  16 50 25.58,  +77 02 12.2,  ,  ,  ,  ,  ,  110,  33,  nb/ug,  0.0591,  1956.,  ,  6p-18.5B,  ICRS*,  ,  1987-08/1994-35,  1987-08,  1992-01S,  2000-73,  SVS 1359,  ,  Y,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,DV Sco,  16 52 44.84,  -28 07 58.6,  ,  ,  ,  ,  ,  354,  10,  ugsu,  ,  ,  ,  13.8B-<18.4B,  ICRS,  ,  2004-66,  2003-59,  ,  ,  HV 4225,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 54 43.92,  +20 10 10.4,  3,  0.00253,  -17,  0.00253,  2003474,  40,  35,  ugsu,  ,  ,  ,  14.8V-17.5g,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J165359+201010,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 57 26.55,  +21 21 39.3,  0.00405,  0.0039,  -0.01847,  0.00389,  2003329,  41,  34,  cv,  ,  ,  ,  18.5s-,  2006-22,  2006-22,  2005-32,  A9999-99,  2005-32S,  ,  SDSS J165658+212139,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Her,  16 59 18.86,  +18 47 27.4,  -8,  0.00275,  18,  0.00275,  2003474,  39,  33,  cv,  ,  ,  ,  20.1g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  ,  SDSS J165837+184727,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  17 01 49.99,  +40 03 57.7,  0.00504,  0.0039,  -0.0206,  0.00389,  2000336,  64,  38,  am,  0.080802,  ,  ,  19.4s-,  2006-22,  2006-22,  2003-22,  A9999-99,  2003-22S,  2005-20,  SDSS J170053+400358,  ,  ,  ,  ,  ,  ,  Y,  ,  ,  ,  
 , , , , , , , , , ,Her,  17 02 46.52,  +22 35 47.9,  7,  0.00284,  -13,  0.00284,  2003323,  43,  33,  cv,  67,  ,  ,  17.4g-,  2006-05,  2006-22,  2006-05,  A9999-99,  2006-05S,  2006-05,  SDSS J170244+223547,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V598 Sco,  17 03 24.09,  -34 40 28.4,  ,  ,  ,  ,  ,  ,  ,  non-cv,  ,  ,  ,  - ,  ,  ,  1992-22*,  ,  ,  ,  HV 10836,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,Her,  17 04 05.34,  +32 09 53.2,  0.00658,  0.0039,  0,  0.00389,  2001375,  55,  36,  cv,  ,  ,  ,  18.2s-,  2006-22,  2006-22,  2004-45,  A9999-99,  2004-45S,  ,  SDSS J170324+320953,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
 , , , , , , , , , ,V601 Sco,  17 05 02.3,  -36 43 33.8,  ,  ,  ,  ,  ,  349,  3,  ug:,  ,  ,  ,  15.0p-<16.5p,  ICRS,  ,  1982-03,  1982-03,  ,  ,  HV 10840,  ,  ,  ,  ,  ,  ,  ,  ,  ,  ,  
